ITEM_ID,GRAPH_ID,SENTENCE,PRED_HEAD_IDX,ARG_HEAD_IDX,LABEL
ewt-train-264_38_36,ewt-train-264,Kumaratunga 's India tour preceded a three - day visit to Sri Lanka by Norwegian Foreign Minister Jan Petersen in a new bid to revive the peace talks that were supposed to follow a ceasefire that Oslo successfully brokered in February 2002 .,38,36,0
ewt-train-265_1_0,ewt-train-265,"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",1,0,0
ewt-train-265_1_2,ewt-train-265,"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",1,2,0
ewt-train-265_34_28,ewt-train-265,"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",34,28,0
ewt-train-265_34_38,ewt-train-265,"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",34,38,0
ewt-train-265_58_57,ewt-train-265,"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",58,57,0
ewt-train-268_16_11,ewt-train-268,"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",16,11,0
ewt-train-268_24_22,ewt-train-268,"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",24,22,0
ewt-train-268_39_41,ewt-train-268,"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",39,41,0
ewt-train-269_13_21,ewt-train-269,A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .,13,21,0
ewt-train-269_25_21,ewt-train-269,A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .,25,21,0
ewt-train-269_35_34,ewt-train-269,A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .,35,34,0
ewt-train-270_4_0,ewt-train-270,"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",4,0,0
ewt-train-270_4_11,ewt-train-270,"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",4,11,0
ewt-train-270_16_0,ewt-train-270,"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",16,0,0
ewt-train-270_25_30,ewt-train-270,"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",25,30,0
ewt-train-270_33_32,ewt-train-270,"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",33,32,0
ewt-train-270_39_41,ewt-train-270,"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",39,41,0
ewt-train-271_3_2,ewt-train-271,""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",3,2,0
ewt-train-271_33_35,ewt-train-271,""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",33,35,0
ewt-train-271_39_38,ewt-train-271,""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",39,38,0
ewt-train-271_39_40,ewt-train-271,""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",39,40,0
ewt-train-273_10_8,ewt-train-273,"Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .",10,8,0
ewt-train-273_16_14,ewt-train-273,"Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .",16,14,0
ewt-train-276_1_0,ewt-train-276,"India had to pull back its forces from Sri Lanka in 1989 following the election of Ranasinghe Premadasa , a strong critic of Indian mediation .",1,0,0
ewt-train-277_10_12,ewt-train-277,"Last June , an international initiative led by Japan to persuade the LTTE to come back to the negotiating table failed despite an aid package offer of US$ 4.5 billion .",10,12,0
ewt-train-277_20_5,ewt-train-277,"Last June , an international initiative led by Japan to persuade the LTTE to come back to the negotiating table failed despite an aid package offer of US$ 4.5 billion .",20,5,0
ewt-train-279_1_0,ewt-train-279,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both sides .",1,0,0
ewt-train-279_11_13,ewt-train-279,"He complained about the "" visible lack of progress "" and reaching an impasse in talks with both sides .",11,13,0
ewt-train-281_2_4,ewt-train-281,But there are strong hints in the country that a new Indo - Sri Lanka defense deal could be in the making .,2,4,0
ewt-train-284_1_0,ewt-train-284,"She added that recent visits to the island by India 's top military brass including army chief General Nirmal Chander Vij have "" caused apprehension among Tamils that preparations are under way for another war in the island "" .",1,0,0
ewt-train-284_23_4,ewt-train-284,"She added that recent visits to the island by India 's top military brass including army chief General Nirmal Chander Vij have "" caused apprehension among Tamils that preparations are under way for another war in the island "" .",23,4,0
ewt-train-284_23_24,ewt-train-284,"She added that recent visits to the island by India 's top military brass including army chief General Nirmal Chander Vij have "" caused apprehension among Tamils that preparations are under way for another war in the island "" .",23,24,0
ewt-train-285_2_1,ewt-train-285,"But Kalkat pointed out that India would be ill - advised to be involved again , militarily , with Sri Lanka if only because it still had to consider the sentiments of 45 million ethnic Tamils in the Indian state of Tamil Nadu - separated from Sri Lanka 's Jaffna peninsula by the narrow Palk Straits .",2,1,0
